Date,PM2.5_Peenya,PM2.5_SilkBoard,PM2.5_Hombegowda,PM2.5_BapujiNagar,NO2_Peenya,NO2_SilkBoard,NO2_Hombegowda,NO2_BapujiNagar,NH3_Peenya,NH3_SilkBoard,NH3_Hombegowda,NH3_BapujiNagar,SO2_Peenya,SO2_SilkBoard,SO2_Hombegowda,SO2_BapujiNagar,CO_Peenya,CO_SilkBoard,CO_Hombegowda,CO_BapujiNagar,Temp_Peenya,Temp_SilkBoard,Temp_Hombegowda,Temp_ BapujiNagar,RH_Peenya,RH_SilkBoard,RH_Hombegowda,RH_BapujiNagar,AQI_Peenya,AQI_SilkBoard,AQI_Hombegowda,AQI_BapujiNagar
08-08-2021,30.79,11.25,16.97,37.67,14.6,36.82,9.58,11.1,4.61,5.81,9.14,23.88,1.68,4.53,6.2,9.07,,0.61,0.31,0.53,26.33,26.04,26,29.93,76.2,70.59,51.01,90.62,36,129,33,39
09-08-2021,30.79,13.39,17.03,27.04,16.72,42.54,11.33,,2.83,4.7,9.28,,2.1,4.32,6.68,,0,0.84,0.33,0.36,26.7,25.32,26.75,,72.32,70.83,51.2,,41,129,37,39
10-08-2021,35.15,16.01,18.68,36.83,14.54,43.05,14.37,16.16,2.6,7.38,9.14,180.93,1.71,4.33,7.39,19.83,,1,0.3,0.45,25.65,32.71,26.09,30,85.25,73.95,51.44,65,49,162,39,50
11-08-2021,36.05,19.71,24.35,42.92,14.75,54.52,13.62,17.4,2.98,3.79,9.33,81.76,2.23,4.06,7.49,3.56,,1.06,0.35,0.46,25.94,21.45,25.76,,78.99,72.71,51.41,,49,118,36,37
12-08-2021,36.79,14,18.93,29.15,13.73,46.1,12.86,12.05,2.94,4.52,9.24,59.61,1.8,4.51,7.07,8.22,,0.89,0.36,0.39,24.98,19.75,25.71,30.6,88.26,76.64,53.89,89.57,43,133,33,46
13-08-2021,35.47,18.74,23.36,29.39,14.36,50.1,13.34,10.62,2.84,4.28,9.46,54.08,1.7,4.57,6.58,7.86,,1.16,0.35,0.41,25.35,21.01,25.83,29.94,79.38,74.06,52.21,89.04,51,133,39,77
14-08-2021,33.79,15.84,23.58,,12.9,44.93,11.36,,3.08,5.26,9.35,,1.87,4.46,7.02,,,0.81,0.27,,25.4,21.31,25.8,,82.65,71.62,55.5,,49,63,53,66
15-08-2021,33.79,13.72,22.39,,11.51,41.4,10.5,,3.13,6.24,9.28,,2.29,4.48,7.69,,,0.67,0.37,,25.16,21.62,25.76,,82.26,72.61,54.49,,81,81,81,98
16-08-2021,39.25,16.43,22.15,,14,46.55,14.67,,3.11,6.44,9.37,,1.65,4.54,6.78,,,0.94,0.33,,25.04,21.35,25.71,,82.35,74.06,55.35,,54,78,57,49
17-08-2021,43.79,21.95,22.19,49.26,14.59,46.47,13.54,16.53,3.17,6.68,9.47,27.35,1.9,4.46,7.04,6.29,,0.9,0.34,0.44,25.06,21.67,25.75,19.83,79.52,72.92,55.95,76.9,59,82,70,49
18-08-2021,39.48,13.32,19.57,64.4,13,41.82,13.44,11.79,3.27,7.33,9.3,34.64,1.82,4.45,8.26,15.91,,0.73,0.32,0.39,25.53,21.85,25.76,21.73,80.34,72.88,54.14,79.75,35,74,41,35
19-08-2021,34.09,9.6,17.26,26.65,12.4,43.14,14.55,11.29,3.25,7.27,9.14,35.73,1.74,4.37,7.24,11.8,,0.74,0.27,0.39,25.54,21.52,26.25,21.4,82.33,71.05,53.7,85.53,46,98,50,42
20-08-2021,30.79,,22.6,38.14,13.78,,12.95,13.11,3.13,,9.5,38.58,2.12,,6.67,11.16,,,0.4,0.53,25.8,,25.78,21.51,76.72,,51.92,81.11,39,107,50,33
21-08-2021,28.19,20.83,24.03,38.44,15.24,48.41,18.85,12.16,3.01,5.95,9.73,47.74,1.76,4.62,7.72,13.66,,1.16,,0.54,24.9,23.62,25.7,22.07,88.18,72.57,55.32,84.59,47,91,39,33
22-08-2021,25.79,15.13,20.97,14,15.19,44,21.47,5.92,3.14,6.81,10.32,14.62,2.07,4.42,7.32,12.69,,0.79,0.86,0.61,25.11,21.64,25.83,19.33,78.97,77.89,51.75,95.58,32,65,38,26
23-08-2021,27.85,13.14,17.28,35.07,13.44,40.05,11.88,8.82,3.56,8.5,10.06,43.57,2.08,4.43,6.94,10.48,,0.8,0.33,0.6,25.49,21.33,25.81,23.93,81.07,72.25,55.8,77.52,32,103,22,25
24-08-2021,30.79,27.06,21.86,32.67,14.21,33.56,15.03,10.51,3.55,4.73,9.89,40.36,1.75,4.37,6.16,10.55,,1.13,0.41,0.59,25.97,20.81,25.63,22.2,71.41,62.83,54.84,79.69,43,115,35,28
25-08-2021,30.79,19.35,16.59,27.16,13.45,29.38,14.2,8.23,3.39,4.69,9.69,44.59,1.89,4.6,7.06,12.64,,0.87,0.37,0.59,25.86,21.36,25.3,23.24,78.07,69.92,61.89,80.74,48,124,37,30
26-08-2021,24.47,8.31,16.64,26.14,15.9,30.83,14.5,8.6,3.32,6.15,9.42,42.46,1.72,4.57,7.15,9.52,0.9,0.81,0.33,0.59,25.42,21.3,25.45,23.04,83.98,72.75,62.7,81.97,41,98,28,35
27-08-2021,21.89,11.13,13.51,21.63,15.03,31.19,13.58,9,3.83,11.5,9.37,41.95,1.83,4.56,6.57,7.57,0.88,0.86,0.34,0.53,25.16,21.53,25.49,23.14,84.3,78.62,59.9,85.57,32,85,22,34
28-08-2021,23.64,6.77,13.02,16.02,14.38,28.83,11.38,7.26,3.83,14.32,9.06,34.62,2.06,4.61,6.88,8.06,0.83,0.82,0.29,0.55,25.03,22.9,25.5,23.24,78.15,78.51,60.52,86.66,34,81,23,27
29-08-2021,22.23,8.29,13.78,16.27,12.1,30.81,10.76,7.77,3.7,12.47,9.19,33.01,1.7,4.62,6.41,6.31,0.76,0.73,0.26,0.61,24.43,22.83,25.35,23.59,82.28,79.59,60.22,86.7,35,108,25,27
30-08-2021,15.11,13.05,14.67,20.6,13.41,32.41,13.88,11.56,3.97,10.97,9.24,41.67,1.66,4.55,6.85,5.43,0.81,1.02,0.37,0.65,24.63,23.19,25.34,25.95,86.48,77.35,60.06,85.68,32,80,23,23
31-08-2021,22.96,18.88,20.69,48.03,13.84,31.71,13.28,13.21,4.56,10.85,9.42,39.27,1.91,4.71,6.62,5.5,0.83,0.96,0.31,0.63,25.51,22.63,25.39,26.11,74.75,70.28,58,77.47,40,109,23,26
01-09-2021,28.61,16.86,19.06,40.8,13.93,31.98,13.18,10.18,4.55,10.99,9.62,37.13,1.89,4.58,6.54,6.95,0.81,0.8,0.33,0.65,26.03,22.24,25.3,26.15,76.77,72.15,60.66,78.88,32,129,25,23
02-09-2021,20.78,11.79,16.11,22,14.89,26.26,13.86,8.49,4.35,11.15,9.54,42.97,1.68,4.38,7,7.61,0.82,0.65,0.33,0.6,25.19,23.07,25.4,28.08,84.68,82.2,61.15,87.14,32,106,21,27
03-09-2021,19.99,17.62,15.89,44.33,17.36,41.08,12.43,11.86,3.93,10.94,9.39,42.22,1.79,4.69,6.76,12.75,0.79,1.27,0.35,0.59,24.7,22.76,25.48,26.18,85.4,71.76,60.07,87.57,51,95,29,28
04-09-2021,20.49,14.41,14.54,27.96,16.96,41.28,14.84,10.02,3.65,10.71,9.24,40.76,1.68,4.63,7.35,8.3,0.8,1.39,0.36,0.53,24.65,23.16,25.51,24.22,88.06,77.27,59.12,90.51,47,125,26,35
05-09-2021,15.26,10.18,12.81,20.08,15.96,28.22,11.81,9.43,3.57,10.65,9.08,33.69,1.78,4.6,7.45,7.34,0.73,0.69,0.36,0.53,24.49,23.02,25.44,22.8,88.67,80.99,58.64,90.12,56,126,36,41
06-09-2021,13.86,9.69,13.18,18.65,16.08,33.53,12.41,10.17,3.58,10.49,9.12,34.12,1.71,4.58,7.44,6.01,0.77,1.03,0.3,0.58,24.75,22.52,25.38,22.21,82.92,77.53,56.52,81.53,40,130,30,33
07-09-2021,17.31,8.92,13.4,17.94,14.69,28.11,11.59,9.07,3.78,10.36,9.08,36.62,1.71,4.66,7,9.96,0.82,0.66,0.27,0.6,24.5,22.66,25.4,25.01,86.16,79.1,58.69,88.74,51,131,33,36
08-09-2021,18.98,10.68,14.79,41.8,14.71,29.07,12.96,8.83,4.04,10.27,9.1,42.88,1.66,4.48,6.81,8.93,0.83,0.72,0.33,0.55,25.16,22.26,25.53,26.91,78.38,76.4,56.83,86.32,47,89,35,32
09-09-2021,22.22,17.49,16.85,28.75,14.42,33.81,12.89,9.64,4.21,10.35,9.62,30.08,1.64,4.42,6.34,9.23,0.81,0.85,0.33,0.55,25.67,22.39,25.5,24.83,75.21,71.99,56.51,81.81,35,70,28,27
10-09-2021,40.32,13.05,17.35,23.3,12.95,27.95,11.29,7.21,4.31,10.28,9.74,38.73,1.77,4.48,7,4.25,0.74,0.62,0.26,0.57,25.77,21.97,25.37,26.15,75.42,70.29,58.36,80.88,52,86,31,32
11-09-2021,,11.1,18.61,21.35,13.05,26.94,10.48,7.54,4.06,10.29,9.55,34.42,1.82,4.44,6.94,8.47,0.76,0.64,0.28,0.57,25.33,22.3,25.44,26.85,83.85,75.09,60.48,84.66,45,103,27,31
12-09-2021,,7.34,36.84,17.07,11.38,24.25,11.8,6.15,3.84,10.33,9.38,32.3,1.57,4.43,7.33,10.56,0.71,0.57,0.27,0.56,25.58,22.5,25.43,26.14,77.36,76.9,56.8,85.01,59,108,30,38
13-09-2021,,9.71,15.52,18.41,11.68,26.64,11.82,6.57,3.69,10.26,9.28,32.69,1.55,4.44,6.87,,0.73,0.74,0.26,0.57,24.91,22.13,25.45,26.15,86.98,74.49,56.5,84.33,48,101,28,35
14-09-2021,23.1,12.74,19.27,28.71,13.48,27.62,12.08,8.35,3.77,10.32,9.56,34.28,1.64,4.37,7.55,6.9,0.85,0.89,0.33,0.54,27.07,22.39,25.43,25.26,72.16,73.02,55.33,82.81,58,111,36,42
15-09-2021,31.56,15.15,21.73,37.81,14.91,30.56,13.76,7.04,4.01,10.39,9.56,37.54,2.1,4.52,7.08,6.46,0.9,0.71,0.35,0.54,25.68,23.07,25.46,25.84,79.93,72.26,55.98,81.74,59,103,42,43
16-09-2021,30.24,18.39,22.42,38.32,14.76,33.26,13.88,7.98,4.29,10.47,9.73,38.09,1.69,4.49,7.01,5.39,0.88,0.94,0.32,0.48,26.08,23.8,25.41,25.54,76.87,68.16,55.28,78.51,49,60,34,39
17-09-2021,37.19,24.91,25.5,39.48,14.87,39.48,14.75,8.29,4.37,10.66,10.04,41.63,1.93,4.59,6.59,5.23,0.89,1.26,0.47,0.47,26.36,24.19,25.56,24.08,77.21,65.72,53.86,75.44,48,89,32,33
18-09-2021,31.52,21.08,24.79,38.77,16.03,38.34,16.16,10.67,4.72,10.7,10.14,39.84,1.84,4.49,7.9,5.24,0.87,0.97,0.5,0.87,26.84,24.19,25.41,23.58,68.69,59.2,51.07,69.46,39,69,36,27
19-09-2021,32.64,20.7,25.9,37.88,14.19,31.67,18.27,12,4.89,10.95,10.41,42.89,1.47,4.39,7.33,5.37,0.79,0.68,0.67,0.8,27.29,24.07,25.4,24.27,69.44,61.15,51.9,68.28,72,126,58,57
20-09-2021,39.16,23.06,19.86,35.82,17.12,32.58,21.99,12.68,4.66,11.42,11.07,50.89,1.68,4.5,7.39,5.59,1.05,1,0.75,1.12,26.31,25.33,25.54,24.58,79.96,80.4,57.24,83.96,57,95,51,48
21-09-2021,27.94,14.35,15.58,26.52,14.58,22.53,15.57,8.54,4.73,24.58,10.24,44.49,1.64,4.41,7.66,5.63,0.88,1.21,0.49,1.06,25.49,25.46,25.69,24.77,75.97,76.53,57.92,84.03,70,101,50,53
22-09-2021,19.5,14.11,15.26,29.49,13.25,20.56,12.78,7.17,4.48,23.53,9.63,41.5,1.7,4.49,7.16,5.33,0.82,1.09,0.42,0.99,25.81,24.66,25.62,25.03,75.04,72.53,57.01,83.42,54,93,44,40
23-09-2021,25.85,16.8,15.74,24.77,13.46,26.58,15.35,7.38,4.38,25.26,9.66,38.22,1.88,4.59,6.88,5.41,0.81,1.21,0.42,0.82,25.72,25.31,25.68,24.56,80.82,73,57.24,81.71,36,62,30,48
24-09-2021,27.52,24.5,20.99,30.29,15.79,39.73,15.42,7.97,4.4,30.16,9.82,46.13,1.68,4.63,7.13,5.62,0.97,1.34,0.78,1.21,25.97,25.36,25.61,24.19,78.32,71.15,56.71,78.15,32,74,32,29
25-09-2021,40.38,15.43,15.78,25.05,14.05,31.76,14.04,7.68,4.52,23.25,9.85,38.78,1.85,4.42,6.95,5.69,0.85,0.81,0.37,0.64,25.91,25.11,25.55,24.97,80.55,72.41,58.52,81.28,38,69,26,49
26-09-2021,23.72,13.63,14.18,19.16,14.78,32.44,11.65,6.88,3.99,23.5,9.51,38.21,1.83,4.29,6.17,5.4,0.7,1.05,0.4,0.68,25.24,25.02,25.38,25.13,79.11,73.8,57.97,82.92,34,66,27,41
27-09-2021,18.99,10.52,12.58,18.3,13.06,37.95,10.98,6.56,4.16,19.68,9.27,35.02,1.72,4.39,7.11,5.48,0.82,0.87,0.31,0.63,24.94,24.5,25.41,24.99,82.09,72.88,57.11,83.34,47,78,29,26
28-09-2021,24.44,14.1,15.71,63.32,13.58,40.32,12.18,8.56,4.16,19.11,9.52,41.65,1.78,4.52,6.98,5.44,0.84,0.94,0.36,0.67,24.83,24.66,25.32,25.42,83.14,75,56.86,83.94,51,93,28,27
29-09-2021,30.89,16.27,17.35,64.81,12.88,34.13,13.28,8.38,4.43,22.83,9.56,41.67,1.57,4.64,6.78,3.76,0.85,1.01,0.4,0.64,25.44,24.99,25.33,24.9,75.46,71.07,56.32,79.4,62,95,35,45
30-09-2021,32.25,18.74,19.98,33.26,15.93,40.66,18.94,10.64,4.45,23.05,9.61,49.55,1.89,4.51,7.14,4.86,1.05,1.38,0.66,0.88,25.79,24.91,25.35,25.42,80.06,72.56,57.8,79.04,47,42,56,44
01-10-2021,39.55,12.96,18.61,34.88,15.18,55.57,17.91,12.08,5.01,12.76,10.13,52.01,1.51,4.56,6.63,5.2,0.97,0.55,0.58,1.1,26.2,25.59,25.46,25.27,81.76,73.26,59.32,81.9,41,52,67,51
02-10-2021,43.1,13.53,18.65,39.1,13.94,28.53,17.12,10.78,5.34,13.46,10.59,64.34,1.68,4.53,6.58,4.48,0.91,0.42,0.56,0.97,26.16,26.02,25.36,25.33,81.25,81.39,59.81,82.81,60,86,62,60
03-10-2021,20.13,9.2,14.85,24,12.6,28.16,14.43,5.58,4.81,11.63,9.66,46.79,1.8,4.49,7.94,4.75,0.86,0.57,0.57,0.66,25.73,26.49,25.39,26.02,82.33,81.62,59.07,81.18,40,61,46,57
04-10-2021,27.3,8.7,16.39,37.09,18.61,23.36,20.91,12.62,4.96,11.55,9.73,60.16,1.7,4.36,7.09,5.04,0.98,0.42,0.58,0.73,26.05,26.43,25.25,25.28,74.11,74.12,56.9,72.12,31,101,32,28
05-10-2021,41.15,15.51,18.61,39.34,20.59,19.03,20.31,10.3,3.86,16.45,10.05,63.82,1.62,4.4,7.19,4.84,0.99,0.7,0.61,1.26,25.83,25.66,25.56,25.25,78.3,77.93,57.6,81.29,34,100,30,43
06-10-2021,37.14,14,13.84,21.69,18.76,30.8,16.98,9.53,3.42,17.42,9.39,44.26,1.44,4.45,7.6,4.69,0.89,0.86,0.64,0.6,23.27,25.55,25.49,25.88,,83.98,59.47,88.88,34,51,19,28
07-10-2021,,13.2,15.26,26.93,,36.28,14.24,10.24,,13.57,9.44,37.39,,4.33,7.25,4.49,,0.94,0.5,0.73,,25.49,25.32,24.71,,72.53,55.48,80,61,63,60,53
08-10-2021,,13.62,15.14,25.62,,22.71,19.17,10.02,,19.61,9.46,46.4,,4.35,7.24,5.16,,1.02,0.73,0.7,,25.97,25.65,25.06,,80.24,59.29,87.77,82,87,92,79
09-10-2021,,16.33,14.49,23.64,,20.66,17.85,7.68,,28.51,9.22,53.28,,4.31,7.14,4.23,,1.56,0.77,1.09,,25.66,25.55,25.74,,83.5,62.41,94.06,65,59,59,50
10-10-2021,,13.36,14.09,21.21,,21.01,19.29,9.42,,21.16,9.29,41.54,,4.37,7.72,4.62,,0.51,0.55,0.64,,26.19,25.67,26.04,,82.53,61.14,91.03,52,56,55,45
11-10-2021,29.17,17.2,15.47,25.38,262.85,27.94,17.89,11.11,2.38,21.7,9.65,42.62,1.71,4.31,7.35,4.25,1.01,0.95,0.55,0.58,25.45,26.03,25.61,25.51,83.22,82.26,59.95,89.1,53,61,57,38
12-10-2021,20.59,11.39,13.24,19.57,169.25,24.63,14.12,8.77,3.21,22.8,9.23,39.32,1.51,4.38,6.89,4.54,0.83,1,0.42,0.57,24.75,26.18,25.86,25.76,85.67,82.65,59.79,88.19,48,41,53,45
13-10-2021,21.2,10.25,12.78,19.54,21.61,25.65,14.96,8.4,2.59,23,9.06,39.05,1.55,4.41,7.14,4.32,0.83,1.06,0.5,0.77,24.72,25.82,26.71,25.48,86.08,81.63,59.28,85.9,34,24,37,26
14-10-2021,18.27,15.86,15.45,27.45,204.74,25.06,16.22,9.82,4.51,24.96,9.4,43.04,1.59,4.34,7.21,4.03,0.87,1.14,0.64,0.84,25.71,26.93,26.58,25.26,79.96,77.53,56.8,78.34,34,24,34,20
15-10-2021,28.12,23.28,21.19,39.47,412.84,58.29,20.18,14.83,,13.9,10.8,41.47,1.43,4.23,6.93,4.73,1.03,0.68,0.72,0.6,25.58,26.81,26.62,24.93,88.08,80.96,58.34,87.07,34,39,30,37
16-10-2021,37.8,30.98,26.94,53.71,181.8,34.14,25.59,19.88,,18.51,14.79,52.73,1.58,4.46,7.32,4.27,1.07,1.11,0.79,0.92,25.79,28.34,27.76,25.98,79.61,81.85,58.15,87.23,35,40,25,22
17-10-2021,27.85,25.42,19.18,30.67,28.57,26.42,15.85,14.1,3.75,20.95,12.56,38.5,1.44,4.35,7.36,4.43,0.88,1.2,0.56,0.66,24.71,28.48,26.52,25.26,94.14,80.42,60.79,89.03,34,47,25,23
18-10-2021,31.66,26.98,21.19,38.01,30.49,30.64,16,14.56,5.62,18.78,11.79,39.56,1.58,4.37,7.74,4.41,0.97,0.9,0.52,0.62,24.65,27.53,26.4,25.59,87.8,80.92,60.66,89.52,35,73,27,19
19-10-2021,47.02,34.04,29.42,46.52,43.67,22.84,20.04,17.77,1.2,24.83,14.46,48.88,1.5,4.34,7.25,4.27,1.07,1.35,0.79,1.2,27.36,28.58,28.59,24.89,69.57,74.28,56.8,78.81,46,115,33,28
20-10-2021,56.09,42.37,33.77,74.64,47.62,42.82,25.47,22.44,1.8,23.65,13.43,69.32,1.57,4.39,6.08,4.65,1.18,1.06,0.82,1.59,26.54,29.29,26.51,25.22,75.41,71.79,54.96,73.17,37,50,37,36
21-10-2021,53.08,30.01,28.97,59.36,47.58,43.9,22.19,19.73,4.55,14.45,12.97,53.8,1.83,4.27,5.11,3.76,1.17,0.59,0.6,1.02,26.8,30.39,26.46,24.35,70.05,70.63,54.2,73.7,40,33,43,33
22-10-2021,38.91,26.69,25.83,52.49,47.02,42.12,21.12,13.48,6.23,12.01,12.69,51.53,1.52,4.24,5.25,4.75,1.05,1.08,0.57,0.85,26.66,32.19,26.44,25.06,78.11,71.51,54.92,72.88,46,47,44,35
23-10-2021,53.78,23.29,21.8,42.37,43.57,32.9,21.05,13.04,7.26,15.66,11.16,51.84,1.62,4.22,5.05,4.37,1.16,0.55,0.51,0.89,25.59,31.12,26.5,24.88,79.41,74.15,56.41,77.99,44,40,40,28
24-10-2021,24.04,11.55,14.2,,50.5,26.19,17.86,12.48,4.12,19,9.84,43.6,1.53,4.3,6.09,4.45,0.78,0.63,0.38,0.72,25.42,32.08,26.51,25.16,75.5,70.34,55.16,73.35,52,63,61,43
25-10-2021,36.06,29.59,28.26,74.32,58.08,34.47,25.82,23.02,2.71,17.63,12.01,73.42,1.7,4.25,5.03,4.31,1.01,0.58,0.63,1.22,26.26,,26.45,,76.69,,55.34,,79,119,68,63
26-10-2021,46.37,38.54,37.22,66.74,40.08,54.8,28.67,24.79,19.34,15.54,12.94,76.6,1.61,4.3,4.76,4.67,1.11,0.84,0.66,1.18,25.99,,26.48,29.04,74.87,,55.56,63.36,137,283,91,106
27-10-2021,60.49,51.33,44.61,79.85,41.46,37.03,30.82,25.77,30.76,14.11,14.02,83.82,1.39,4.34,5.67,4.78,1.18,0.73,0.62,1.32,25.29,,26.57,26.15,74.38,,55.97,62.88,154,200,175,124
28-10-2021,56.07,63.5,47.39,88.07,39.91,49.44,27.85,27.73,31.62,13.53,14.61,79.82,3.02,4.41,5.43,4.32,1.1,1.29,0.58,1.27,25.36,,26.59,26.41,71.56,,53.64,64.73,173,198,127,115
29-10-2021,44.24,,28.94,58.12,32.5,,25.93,15.61,30.21,,12.03,75.61,4.47,,6.37,4.64,1.07,,0.64,1.22,25.01,,26.62,30.95,86.4,,60.47,76.24,146,153,123,107
30-10-2021,13.94,,13.81,33.38,26.68,,18.19,8.98,30.85,,9.84,72.04,4.7,,5.62,4.02,0.98,,0.42,1.02,25.69,,26.66,31.53,83.99,,58.5,76.81,112,149,95,102
31-10-2021,10.94,,12.98,32.11,24.6,,17.61,8.53,32.02,,9.63,70.2,4.4,,6.85,4.16,0.91,,0.44,0.94,25.56,,26.49,32.03,83.15,,59.74,76.04,145,141,156,109
01-11-2021,11.88,,10.28,28.45,20.51,,15.81,7.05,30.86,,9.3,64.57,4.61,,5.91,4.31,0.83,,0.39,0.92,25.44,,26.48,32.16,87.98,,57.67,80.12,151,152,232,122
02-11-2021,11.84,19.31,11.57,28.91,21.36,28.92,16.22,5.57,30.6,16.71,9.36,59.63,4.46,4.72,6.6,5.25,0.92,0.48,0.45,1.01,24.92,33.99,26.52,27.76,87.66,79.62,57.57,84.11,161,91,247,119
03-11-2021,23.72,21.96,18.1,34.51,20.33,29.69,16.46,4.75,22.43,15.61,9.65,55.39,3.81,5.38,6.01,5.11,0.89,0.39,0.5,0.95,25.36,33.48,26.5,22.47,83.56,83.85,58.88,58.99,107,70,85,93
04-11-2021,33.04,36.62,16.99,41.05,19.82,29.91,17.22,7.32,11.79,15.88,9.51,51.07,1.95,6.01,5.06,5.42,0.72,0.49,0.47,0.99,25.7,33.73,26.6,20.22,80.5,76.66,58.92,64.73,91,40,47,68
05-11-2021,43.58,37.2,23.2,65.78,18.85,27.43,19.76,9.7,32.33,19.84,9.65,49.76,2.21,6.76,5.99,5.35,0.68,0.58,0.72,0.98,23.96,34.1,26.62,20.54,91.14,70.31,68.97,73.36,88,51,46,72
06-11-2021,27.7,26.71,19.34,44.33,25.78,27,20.62,12.89,29.88,20.33,10.02,54.15,4.99,5.78,6.12,5.26,0.71,0.72,0.71,1.14,25.17,33.19,26.47,20.52,75.79,68.28,61.92,60.48,112,95,69,98
07-11-2021,48.76,36.11,25.52,49.49,25.87,29.99,17.16,14.42,28.35,15.38,11.94,49.85,4.73,6.6,6.77,5.49,0.73,0.71,0.72,1.09,24.28,31.61,26.53,20.33,87.05,79.38,67.28,65.03,132,124,178,125
08-11-2021,52.61,46.77,42.46,80.98,20.58,34.01,25.63,19.66,30.88,10.16,14.79,72.01,4.97,16.97,6.26,5.31,1.07,0.77,0.95,1.67,23.65,31.56,26.73,20.65,87.29,88.44,76.1,70.77,103,96,79,107
09-11-2021,37.91,,41.77,90.4,18.4,,21.72,25.25,30.81,,13.68,59.49,5.16,,6.74,5.25,0.95,,0.79,1.37,24.3,,26.58,20.26,68.96,,80.08,45.78,78,81,53,77
10-11-2021,31.7,45.67,41.82,75.24,20.55,16.86,25.65,22.51,31.3,21.13,13.12,64.9,4.91,5.85,6.01,5.33,0.91,1.28,0.86,1.36,23.75,30.12,26.73,20.77,77.42,78.77,81.31,55.53,84,76,54,72
11-11-2021,37.4,42.54,28.91,58.89,16.95,20.91,21.75,15.39,31.34,21.93,12.18,61.09,4.84,5.87,6.94,5.32,0.77,1.17,0.75,1,21.63,27.19,26.69,21.74,97.32,82.67,77.24,76.02,88,96,66,83
12-11-2021,24.23,23.42,15.2,34.95,15.98,27.36,28.82,14.36,31.41,24.53,10.22,70.34,5.02,5.86,5.56,5.03,0.93,1.47,1.15,1.52,22.76,25.37,26.58,21.29,,87.82,74.58,77.79,103,124,86,107
13-11-2021,7.98,13.35,20.05,40.72,17.51,54.47,30.22,15.53,31.52,6.64,10.39,61.98,5.1,5.84,5.94,4.79,1.14,0.66,1.18,1.56,24.51,20.43,26.53,20.53,85.79,89.19,69.07,73.8,100,109,86,111
14-11-2021,8.96,14.1,14.43,25.84,17.64,31.72,18.63,9.37,30.05,6.35,9.97,44.58,4.78,5.7,5.57,4.85,0.91,0.97,1,1.07,24.48,19.8,26.64,21.09,89.37,82.48,66.14,76.9,61,37,27,43
15-11-2021,30.23,16.34,15.01,32.05,19.66,29.67,25.3,12.36,29.35,7.3,9.85,48.08,5.01,5.73,5.54,4.44,0.8,0.92,0.89,1.08,24.83,19.91,26.55,20.39,82.23,78.74,63.22,75.9,55,40,28,40
16-11-2021,35.28,16.73,21.22,41.5,22.2,35.05,25.5,13.88,29.49,1.82,10.79,52.29,4.93,5.85,5.6,4.58,0.96,1.4,0.87,1.09,24.72,17.27,26.56,20.46,87.71,76.01,64.21,77.68,58,46,32,42
17-11-2021,38.23,11.03,16.39,39.48,23.68,33.24,22.34,15.69,29.21,2.96,10.07,54.57,5,5.7,5.86,4.61,0.92,0.61,0.82,1.18,24.97,17.14,26.61,20.11,84.8,80.75,64.06,73.6,65,42,39,49
18-11-2021,38.23,12.38,12.03,28.56,23.37,16.54,25.5,10.64,29.5,11.34,9.6,62.99,4.94,5.73,5.95,4.61,0.85,1.21,0.76,1.19,23.31,17.47,26.63,21,,89.51,69.27,83.81,102,102,86,109
19-11-2021,38.23,15.54,10.02,25.05,19.66,18.71,22.82,10.78,29.69,11.12,9.34,54.27,5.09,5.79,5.84,4.82,0.67,1.49,0.84,1.18,23.64,17.41,26.59,20.78,,89.26,68.39,83.71,112,105,150,127
20-11-2021,37.58,15.03,13.22,25.16,17.86,25.6,18.03,10.78,28.86,9.83,9.69,44.32,4.99,5.78,5.31,4.56,0.67,1.26,0.75,0.91,24.02,16.97,26.69,20.86,95.98,83.25,65.23,81.46,112,118,145,137
21-11-2021,36.23,30.57,23.67,55.21,20.12,27.15,22.31,16.63,29.3,6.91,10.63,46.06,4.82,5.86,5.73,5.18,0.65,1.01,0.88,0.97,24.87,16.98,26.56,20.82,74.57,75.64,61.97,68.89,113,104,111,117
22-11-2021,36.23,11.76,18.26,57.53,25.67,31.57,22.74,19.73,29.46,4.93,10.13,68.39,5.06,5.69,5.61,5.25,0.92,0.83,0.75,1.65,25.39,16.84,26.64,27.48,78.69,76.63,61.62,,106,128,104,112
23-11-2021,36.23,7.43,18.25,41.62,27.96,31.42,19.64,13.74,29.44,5.08,9.62,54.13,5.17,5.75,6.14,4.77,0.9,0.41,0.67,1.06,26.23,16.63,26.63,27.29,74.66,72.98,59.21,56.09,106,118,75,108
24-11-2021,36.23,10.14,18.76,45.41,29.01,31.82,21.73,14.98,28.56,4.92,10.05,68.12,5.09,5.72,5.58,5.01,0.87,0.52,0.64,1.24,25.5,16.87,26.91,27.66,71.14,74.55,60.83,67,124,118,114,111
25-11-2021,36.23,14.77,20.38,47.06,29.34,30.26,20.84,14.64,28.37,5.63,10.44,62.54,5.02,5.76,5.66,5.26,0.85,0.46,0.65,1.11,25.54,16.92,26.79,27.97,72.34,72.25,59.51,64.15,100,95,101,92
26-11-2021,36.23,25.46,26.79,55.49,29.05,30.43,23.36,17.49,27.62,5.61,11.17,60.41,5.05,5.81,6.17,5.23,0.83,0.7,0.73,1.18,24.94,17.1,26.81,27.92,81.6,73.65,60.25,64.11,102,98,81,90
